City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Long,Max Temp,Wind Speed
534,taltal,0,CL,1554696066,95,-25.41,-70.49,54.18,2.04
535,san juan,0,AR,1554696239,66,-31.54,-68.53,54.72,2.04
536,xai-xai,88,MZ,1554696014,100,-25.04,33.64,74.97,4.16
537,guantanamo,0,BO,1554696241,80,-16.14,-62.05,60.57,3.94
538,rantepao,36,ID,1554696242,85,-2.97,119.9,78.12,2.59
539,canoa,75,CU,1554691800,73,22.56,-79.83,77.0,9.17
540,niksar,20,TR,1554696244,92,40.59,36.95,40.05,1.92
541,mulchen,0,CL,1554696245,80,-37.72,-72.23,48.06,2.37
542,narasannapeta,0,IN,1554696246,58,18.42,84.04,89.01,4.61
543,boca do acre,0,BR,1554696247,93,-8.76,-67.39,72.18,2.26
544,mecca,0,SA,1554696248,70,21.43,39.83,67.5,1.81
545,kizema,0,RU,1554696249,91,61.11,44.83,28.26,8.86
546,limoux,0,FR,1554696167,100,43.05,2.22,45.0,2.24
547,sisimiut,80,GL,1554696251,86,66.94,-53.67,25.92,1.92
548,matara,12,PE,1554696087,95,-13.74,-72.9,39.06,2.15
549,karlskoga,75,SE,1554696201,69,59.33,14.52,39.2,12.75
550,annonay,90,FR,1554696239,86,45.24,4.67,46.4,5.82
551,isla mujeres,40,MX,1554696149,74,21.23,-86.73,80.6,16.11
552,lesogorsk,80,RU,1554696256,61,56.05,99.51,32.49,7.4
553,rovenki,92,RU,1554696257,75,49.91,38.89,39.24,7.96
554,hofn,92,IS,1554695963,100,64.25,-15.21,36.09,12.88
555,tarpon springs,90,US,1554696043,94,28.15,-82.76,77.0,5.84
556,hasaki,75,JP,1554695561,66,35.73,140.83,52.0,10.29
557,yulara,20,AU,1554692400,16,-25.24,130.99,95.0,8.05
558,puerto baquerizo moreno,0,EC,1554696262,100,-0.9,-89.6,80.91,7.4
559,paramonga,44,PE,1554696263,96,-10.68,-77.82,67.41,5.95
560,ferreira do alentejo,75,PT,1554696020,93,38.06,-8.11,55.99,10.29
561,comodoro rivadavia,0,AR,1554692400,76,-45.87,-67.48,57.2,8.97
